parent_asin,title,main_category,categories,features,description,average_rating,rating_number,price,store
B00020LZAM,Jak 3 - PlayStation 2,Video Games,Video Games | Legacy Systems | PlayStation Systems | PlayStation 2 | Games,"Jak is now equipped with upgradeable mods -- increase his firepower and use them strategically | Explore the Wasteland - an area five times larger than Haven City | All-new Dark Jak abilities and combos | Watch the transformation into Light Jak, bringin new moves, combos and powers with it | Realistic Ragdoll Physics allows gamers to witness a unique death for each enemy killed","Product Description | One year has passed since Jak and Daxter saved Haven City from Kor and the attacking Metal Heads, yet Haven City is still immersed in deadly chaos as three groups fight for control of the streets. The people of Haven City have grown to distrust Jak's dark powers and as rumors boil of Jak's ties with Krew and Kor, the city blames Jak for its current woeful circumstances. When the palace is destroyed by a surprise Metal Head attack, even Ashelin cannot protect Jak as the High Council's power broker, Count Veger, forces Jak into banishment to the desolate Wasteland. Jak is flown to the harsh island and dumped. With Daxter and Pecker bravely by his side, the three begin their next adventure where the battle for the city has just begun. | From the Manufacturer | Jak 3 | concludes the Jak and Daxter trilogy with a truly plot-driven adventure game filled with friendship, betrayal, death, and a long-awaited understanding of the Precursor civilization that has, until now, remained a mystery. | One year has passed since Jak and Daxter saved Haven City from Kor and the attacking Metal Heads, yet Haven City is still immersed in deadly chaos as three groups fight for control of the streets. The people of Haven City have grown to distrust Jak's dark powers, and as rumors boil of Jak's ties with Krew and Kor, the city blames Jak for its current woeful circumstances. When the palace is destroyed by a surprise Metal Head attack, even Ashelin cannot protect Jak as the High Council's power broker, Count Veger, forces Jak into banishment to the desolate Wasteland. Jak is flown to the harsh island and dumped. With Daxter and Pecker bravely by his side, the three begin their next adventure where the battle for the city has just begun. | Five times the size of Haven City, the Wasteland is a desert environment with multiple areas including mines and a volcano. Given the enormity and variance in terrain, vehicles play a large role as off-road transportation is introduced, fueled by a true-to-life physics engine. With a rugged new look and suited with armor, Jak is also equipped with an arsenal of new weapons with upgradeable mods that enable players to increase their firepower and enjoy the freedom to strategize and activate their arsenal at any time. | As Jak has been exposed to Light Eco, players can now experience Jak's magnificent transformation to Light Jak. With a glowing electric blue aura and a massive wing span, Light Jak introduces new move sets, including the ability to glide great distances, emit an energy to block enemy attack, and power up at anytime, all of which provide the player with a sense of being invincible. Dark Jak also returns with more capabilities, forcing Jak to find a balance between light and dark. | Additionally, game developer Naughty Dog continues to push the genre forward with the introduction of new technology. For the first time in the franchise, enemies feature realistic ragdoll physics, which will allow gamers to witness a unique death for each enemy that is killed. Naughty Dog has also implemented independent cloth movement technology and enhanced the enemy artificial intelligence (AI) with wall climbing and smart formation capabilities.",4.6,448,14.86,PlayStation
B004ZCPQ4O,Supreme Commander: Forged Alliance - PC,Video Games,Video Games | PC | Games,"New Playable Faction - The Seraphim will offer a completely new playable faction in multiplayer games and serve as the main threat during the new single-player campaign. The Seraphim are a cunning and devious race with advanced technology and are true masters of quantum technology. | New weapons, new strategies, new conquests! | New Units - 110 new land, sea, air, base and experimental units evolve armies to address strategic weaknesses or become the ultimate expressions of factional military doctrine. | Warfare on an Epic Scale - Fully realized navies, orbital weaponry, advanced counter intelligence technologies, suicide weapons and sneak attacks give commanders unprecedented, deadly new capabilities in what is already the most strategic RTS on the market today. | New Multiplayer Maps - 12 new multiplayer maps provide new battlegrounds or players to prove their supremacy.",The last days of man are at hand. Two years after,3.9,158,16.42,THQ
B0007VDF22,Lumines - Sony PSP,Video Games,Video Games | Legacy Systems | PlayStation Systems | Sony PSP | Games,Move the box left and right and rotate the squares strategically | Form rectangular clumps of the same color and watch your score jump | Use special blocks to remove whole lines in a flash,"From the Manufacturer | Bust blocks, groove through puzzles, and jam wirelessly with friends. Stack 'em right and you'll unlock lush looks and buttery beats. Want to be lumines? Just let the music guide you. | Game Features: | Advance through 24 action-packed levels, each with its own musical theme and sound effects. | Advance through 24 action-packed levels, each with its own musical theme and sound effects. | Four gameplay modes including single-player and multiplayer ensure varied and lengthy gameplay. Time attacks, duels, and puzzle challenges await! | Four gameplay modes including single-player and multiplayer ensure varied and lengthy gameplay. Time attacks, duels, and puzzle challenges await! | Unlock new customizable skins and avatars as you progress. Flaunt your progress in multiplayer mode; push your opponent right off the screen. | Unlock new customizable skins and avatars as you progress. Flaunt your progress in multiplayer mode; push your opponent right off the screen. | Challenge yourself, or go head to head with an opponent via wireless multiplayer functionality. | Challenge yourself, or go head to head with an opponent via wireless multiplayer functionality. | Listen as the jam intensifies depending on your skills. Stack 'em and crack 'em to unlock the best beats and score high points. Combo and link for best results. | Listen as the jam intensifies depending on your skills. Stack 'em and crack 'em to unlock the best beats and score high points. Combo and link for best results.",3.8,112,37.99,Ubisoft
B002VGGNFW,The Princess and the Frog,Video Games,Video Games | Legacy Systems | Nintendo Systems | Wii | Games,"Dress up and mix & match outfits for Tiana as you explore five beautiful New Orleans hub locations including the French Quarter and the Bayou. | Collect Mardi Gras beads to trade for new dresses, fabrics, ingredients and recipes through more than 25 engaging mini-games. | Perform music and save tunes in the game's jukebox, use Ray’s special abilities to fly through the Bayou. | Enjoy DS/DSi cross-connectivity allowing you to unlock special items when you play with both games together. | Explore quest hubs featuring drop-in/drop-out multiplayer support for up to four players, and have fun with eight playable characters and multiple NPCs.","Product description | For the first time players can experience Tiana's exciting world set in the jazz-infused era of 1920's New Orleans with the official video game inspired by the upcoming Walt Disney Pictures release of The Princess and the Frog. Celebrate favorite moments from the movie and take on new challenges with Tiana, as she pursues her dreams in a fun adventure. Meet favorite characters from the film and new friends, triumph over enemies, play frog games in the bayou, create music, cook New Orleans style and so much more. Along the way, discover what it takes to make Tiana's dreams come true! Explore quest hubs with drop-in/drop-out Multiplayer | Amazon.com | Join Tiana on an exciting journey through jazz-infused 1920s New Orleans with the official video game for Wii, inspired by the upcoming Walt Disney Pictures release of | The Princess and the Frog | . Meet favorite characters from the film as well as new friends, triumph over enemies, play frog games in the bayou, create music, cook New Orleans style and so much more. Along the way, discover how Tiana makes her dreams come true. .caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } ul.indent { list-style: inside disc; text-indent: -15px; } table.callout { font-family: verdana; font-size: 11px; line-height: 1. 3em; } td.vgoverview { height: 125px; background: #9DC4D8 url(https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/callout-bg.png) repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding-left: 20px; padding-right: 20px; padding-bottom: 10px; width: 250px; font-family: verdana; font-size: 12px; } | Key Game Features | See your talent soar in more than 25 engaging mini-games. | See your talent soar in more than 25 engaging mini-games. | Dress up and mix & match outfits for Tiana. | Dress up and mix & match outfits for Tiana. | Sing-a-long to hits from the movie and perform music on multiple instruments. | Sing-a-long to hits from the movie and perform music on multiple instruments. | Cook New Orleans inspired recipes in Tiana's kitchen. | Cook New Orleans inspired recipes in Tiana's kitchen. | Perform music and save tunes in the game's jukebox. | Perform music and save tunes in the game's jukebox. | Move, jump and swing your arms to music and dance games. | Move, jump and swing your arms to music and dance games. | Collect Mardi Gras beads to trade for new dresses, fabrics, ingredients and recipes. | Collect Mardi Gras beads to trade for new dresses, fabrics, ingredients and recipes. | Explore quest hubs with drop-in/drop-out multiplayer support for up to four players. | Explore quest hubs with drop-in/drop-out multiplayer support for up to four players. | Explore five beautiful New Orleans hub locations including the French Quarter and the Bayou. | Explore five beautiful New Orleans hub locations including the French Quarter and the Bayou. | Have fun with eight playable characters and multiple NPCs. | Have fun with eight playable characters and multiple NPCs. | Enjoy DS cross-connectivity allowing you to unlock special items when you play with both games together. | Enjoy DS cross-connectivity allowing you to unlock special items when you play with both games together. | In true Creole fashion the game includes language support in English, Spanish and French. | In true Creole fashion the game includes language support in English, Spanish and French. | Screenshots | : | Explore as Tiana. | View larger | . | Collect bead for items. | View larger | . | 4-player multiplayer. | View larger | . | 25+ mini-games. | View larger | .",4.3,100,45.88,Disney Interactive Studios
B00I2UDVSI,TimeShift [Online Game Code],Video Games,Video Games | PC | Games,"Harness time as the Ultimate Weapon: Slow, stop and reverse the flow of time to destroy your enemies | Unleash a powerful arsenal of weapons and vehicles in 24 combat missions | Up to 16-player multiplayer, featuring the use of time grenades in 14 different maps, allowing for unique style of slow, stop and reversal of time | Completely customize your multiplayer experience with over 40 different features to fit your style of gameplay","Master time to become the ultimate weapon! Dr. Aiden Krone has made a Time Jump across the space-time continuum - a reckless act with frightening consequences. Now, a disturbing alternate reality has evolved within the bleak and rain-soaked Alpha District. Armed with the experimental Beta Suit, you alone are able to slow, stop and reverse the flow of time. Only with this ability can you lead the uprising to victory and put an end to Krone's madness. | System Requirements: | Supported OS: Windows Vista Windows XP | Supported OS: Windows Vista Windows XP | Processor: Intel Pentium 4 2.0 GHz | Processor: Intel Pentium 4 2.0 GHz | RAM: 1 GB | RAM: 1 GB | Hard Disk: 8 GB | Hard Disk: 8 GB | Video Card: NVIDIA GeForce 6600 128 MB DirectX 9.0c-compatible card with Pixel Shaders 2.0b | Video Card: NVIDIA GeForce 6600 128 MB DirectX 9.0c-compatible card with Pixel Shaders 2.0b | Steam | account required for game activation and installation",3.3,10,,ACTIVISION
B006JKARU8,PSP Dual Pack- Patapon & LocoRoco,Video Games,Video Games | Legacy Systems | PlayStation Systems | Sony PSP | Games,Two of PlayStation Portable’s most popular action games,"Game is Complete in Box (Game, Manual & Cover Art)",4.0,69,100.0,PlayStation
B0058VI2LA,Rune Factory: Tides of Destiny - Playstation 3,Video Games,Video Games | Legacy Systems | PlayStation Systems | PlayStation 3 | Games,"Play as a boy or as a girl! | Tons of activities to explore! Start a farm, fish, cook, craft items, and compete in festivals! | Explore dungeons packed with dangerous monsters, valuable treasure, and powerful bosses!",Build the ultimate army of Skylanders 30+ Skylanders to collect! Each Skylander has their own unique powers and abilities to enhance your game play experience and save Skylands.,4.6,235,,Natsume
B003B3V0MA,100 Classic Books - Nintendo DS,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo DS | Games,"Download 10 additional books through Nintendo Wi-Fi connection. | Contains 100 classic books from authors such as Austen, Dickens, and Shakespeare. | Adjust text to small or large size to suit your reading preference. | Search for books that match your mood or time constraints. | Bookmark feature allows you to save your place in a book.","Product Description | A hundred classic tales of adventure, mystery, romance, and suspense, all in the palm of your hand! The system that already plays your favorite games now holds your favorite books! Featuring the works of the world's best-known authors, 100 Classic Books turns your portable game system into a portable library. It's as easy as reading a book. Just flip your Nintendo DS on its side, and your two screens become two pages. A simple swipe of the stylus flips the page. 100 Classic Books features two font sizes for ideal reading. Not sure what to read? Find a favorite with the visual bookshelf, or ask the book guide for a recommendation. By answering a few quick questions, you'll find the perfect selection of books—and maybe discover a hidden gem! | Amazon.com | 100 Classic Books | is the unique release from Nintendo that transforms the Nintendo DS family of handheld video game system into a library of timeless English literature. Compatible with DS, DS Lite and DSi models it is filled with 100 classic works from English literature, highlighted by works from authors such as William Shakespeare, Jules Verne, Jane Austen, Mark Twain and more. Additional features include the ability to adjust the size of text, place virtual bookmarks and even download new content via the Nintendo Wi-Fi Connection service (broadband Internet connection required). .caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } ul.indent { list-style: inside disc; text-indent: -15px; } table.callout { font-family: verdana; font-size: 11px; line-height: 1. 3em; } td.vgoverview { height: 125px; background: #9DC4D8 url(https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/callout-bg.png) repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding-left: 20px; padding-right: 20px; padding-bottom: 10px; width: 250px; font-family: verdana; font-size: 12px; } | A personal library on your DS. | View larger | . | DS/DSi is Now an E-Reader | A hundred classic tales of adventure, mystery, romance, and suspense, all in the palm of your hand. The system that already plays your favorite games now holds your favorite books. Featuring the works of the world's best-known authors, | 100 Classic Books | turns your portable game system into a portable library. It's as easy as reading a book. Just flip your Nintendo DS on its side, and your two screens become two pages. A simple swipe of the stylus flips the page. | 100 Classic Books | features two font sizes for ideal reading. Not sure what to read? Find a favorite with the visual bookshelf, or ask the book guide for a recommendation. By answering a few quick questions, you'll find the perfect selection of books—and maybe discover a hidden gem. | Key Game Features | Contains 100 classic books from authors such as Austen, Dickens, and Shakespeare. | Contains 100 classic books from authors such as Austen, Dickens, and Shakespeare. | Adjust text to small or large size to suit your reading preference. | Adjust text to small or large size to suit your reading preference. | Search for books that match your mood or time constraints. | Search for books that match your mood or time constraints. | Bookmark feature allows you to save your place in a book. | Bookmark feature allows you to save your place in a book. | Download 10 additional books through Nintendo Wi-Fi connection. | Download 10 additional books through Nintendo Wi-Fi connection. | Additional Screenshots | : | 100+ timeless classics. | View larger | . | Never lose your place | View larger | . | Adjustable text. | View larger | . | Book search functionality. | View larger | .",3.9,104,29.76,Nintendo
B076P1WG5W,The Elder Scrolls V: Skyrim Special Edition - PlayStation 4 (PS4),Video Games,Video Games | PlayStation 4 | Games,"Includes all-new features like remastered art and effects, volumetric god rays and more | Remastered in stunning HD | Winner of more than 200 Game of the Year awards | Also includes all DLC from the original release (Dawnguard, Heathfire, Dragonborn) | For Playstation 4","The most popular fantasy RPG in history Remastered in stunning HD for Xbox One & Playstation 4 Winner of more than 200 Game of the Year awards Includes the full power of all PC mods to consoles Also includes all DLC from the original release (Dawnguard, Heathfire, Dragonborn)  Rated ""M"" for Mature This Game is a Region Free PAL Game Imported from the UK. Works on all PS4 consoles HD TV and HDMI Cable connection may be required to play.  You may need to create a free European PSN (Playstation Network) account for DLCs and extra contents and for online play.",4.7,1054,34.02,Bethesda
B07NNG8ZNS,GameCube 251 Memory Card,Video Games,Video Games | Legacy Systems | Nintendo Systems | GameCube | Accessories,Memory card for Nintendo Gamecube system | Saves up to 251 blocks of information,This Memory Card allows you to save up to 251 blocks of game information. The number of blocks needed to save your game information will vary from game to game. You will only be able to save or load game information for games that are designed to use Memory Cards.,4.7,852,,Nintendo
B017W16ZDK,Fire Emblem Fates - Special Edition - Nintendo 3DS,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo 3DS & 2DS | Games,"Also featuring the Revelation path, all on a single game card, included exclusively in this special edition. | 80 page art book with previously unreleased sketches, concept drawings, and more. | Beautifully illustrated carrying pouch for your Nintendo 3DSXL system. | “T” Teen w/ Animated Blood, Fantasy Violence, & Suggestive Themes",Complete version of Fire Emblem Fates: Birthright and Fire Emblem Fates: Conquest,4.4,263,,Nintendo
B000066JRH,Bomberman Generation,Video Games,Video Games | Legacy Systems | Nintendo Systems | GameCube | Games,"Bomberman makes his explosive debut on Nintendo GameCube! Mujoe and his gang are up to their old tricks. This time, they're after the Bomb Elements - powerful crystals that will give them the means to rule the universe.","Product Description | Bomberman returns, exploring 6 new realms, bombing enemies and obstacles in his path and racing to uncover the evil Hige Hige Bandits Bomb Elements. In each realm, Bomberman finds new challenges that must be solved in sequence if he is to escape to the next level and find the Hige Hige's secrets. But along the way, Bomberman encounters friendly new creatures, which are sure to add to his bomber-battling powers. | From the Manufacturer | Bomberman makes his explosive debut on GameCube. Guide him through five massive, colorful 3-D worlds, each with 16 areas. Use all-new 3-D power bombs to defeat enemies and solve puzzles. | Bomberman Generation | also features classic Bomberman 2-D multiplayer modes.",4.0,66,204.4,Majesco
B07KZZGNFX,Atari Flashback Classics - Nintendo Switch Standard Edition,Video Games,Video Games | Nintendo Switch | Games,"Classic Atari and arcade titles. | Remastered and bundled on one game cartridge for NINTENDO SWITCH. | Recreating the legendary retro experience for today's consoles. | Definitive modern editions of these classic games, packed with history and powered by the latest technologies.",Relive the golden age of videogames with Atari Flashback Classics. Includes a selection of 150 classic games from Atari's legendary platforms.,4.5,1782,24.49,Atari
B000B6ML0A,Kameo: Elements of Power (Platinum Hits),Video Games,Video Games | Legacy Systems | Xbox Systems | Xbox 360 | Games,"Transform in real-time into a dazzling array of incredible monsters, each with its own fantastical strengths and fighting styles | Employ 10 elemental monsters from the five Elements of Power - Plant, Water, Rock, Ice, and Fire | Use roughly 30 unique attack and exploration abilities -- the innovative and sophisticated combat scoring system will track players' effectiveness to outmaneuver, fight, and destroy the enemy | Use monsters to tunnel underground, climb ice walls, jump ramps, blow up obstacles, -- even for unlocking new worlds, solving environment puzzles, and avoiding obstructions, traps, and enemies | Explore a vast and magical world filled with lush environments, wondrous creatures, clever puzzles, and big challenges","Kameo: Elements of Power is a larger-than-life journey full of intense combat, magnificent exploration, and innovative action. The future of the world depends on Kameo, who must capture, harness, and unleash a wide assortment of monsters to rescue three of her Elemental Ancestors and destroy the Dark Troll King who threatens the planet and its wildlife. Kameo will be granted the power to transform into incredible monsters, but they must be honed to their maximum capacity as she makes her way through a world bursting with strange life and breathtaking sights.",4.0,144,21.28,Xbox
B0002CHJAA,Xenosaga Episode II: Jenseits Von Gut und Bose - PlayStation 2,Video Games,Video Games | Legacy Systems | PlayStation Systems | PlayStation 2 | Games,"Engage your enemies with larger, more powerful mechs with their own independent, tactical battle system | Devastate your opponents with innovative cooperative combat techniques, with refined boost systems and a unique zone attack/zone break mechanic | Customize your party with power-ups, advanced attacks and over 100 different skills | Explore lush, expansive environments and enjoy detailed, realistic character designs | Challenge more than 30 side quests for hours of action-packed adventure","Product description | In Xenosaga II humanity wages an epic battle for survival against extinction. Earth has been abandoned and what remains of humanity is locked in combat with malevolent aliens called the Gnosis. Travelling through deep space, they'll have to seek out the ancient artifact called the Zohar. Rejoin the characters from the first Xenosaga in the enthralling second chapter of this landmark multi-part RPG saga. | Review | Imagine if Peter Jackson, instead of continuing his The Lord of the Rings epic in movie form, had decided to tell the story of The Two Towers through limited edition Bazooka Joe comics. The characters would all be there and the concepts behind the story would still be intriguing, but the delivery and execution would be devoid of grace or subtlety. If you're having trouble picturing that, just pick up a copy of Xenosaga Episode II and you will understand all too well. Despite my undying adoration of the first entry, I am sorry to report that this game is a dropped ball of Devil May Cry 2 proportions. | Let's get one thing straight: This is not a bad RPG. It is, however, utterly disappointing in its mediocrity. Even ignoring the radiance of its predecessor, this game features some baffling design choices that seem specifically intended to make it frustrating. It contains a meager 25-hour critical path (one of the dungeons is even repeated!), jarring load times before each fight, and an absence of money or shops that leaves you with a constant shortage of necessary recovery items. I'm not against titles breaking from conventions, but these are some of the worst decisions outside of Charles Grodin's resume. | Unfortunately, the area where Episode II has received the greatest attention is also where it falters the most. It sports a redesigned battle system that focuses much more on combined efforts rather than individual abilities. By stocking extra attacks and using the shared Boost gauge, the party can cooperatively unleash devastating combos. First you attack a sequence of zones on an enemy (which breaks its defense), then boost other characters into the action queue so they can take advantage of the weakened foe. Unfortunately, this method quickly becomes the only viable way to inflict damage on any enemy; whether it's a simple encounter or key boss fight, every battle is a pathetic routine of eating attacks as you build up your various gauges in preparation for the big assault. | My favorite thing about the first Xenosaga was the way it systematically gave the finger to anyone who didn't devote themselves, body and soul, to taking in the whole experience. ""Oh, you don't want to watch the plot or figure out the skill system?"" the game seemed to say, ""Well toughen up, buttercup. It's a long ride."" On the other hand, Episode II appears to be aimed squarely at the milquetoasts who couldn't handle the previous iteration, coddling and cooing ""Do you want a lolly, sweetheart?"" Where the series' balance (or imbalance) between story and action was once the subject of criticism, the frequency of amazing cutscenes is now all that redeems Episode II. | Concept: | Give loyal fans more philosophical puzzle pieces, but make them suffer along the way | Graphics: | Despite some jaggies and Shion's new ""bus station skank"" style, it is a sleek and beautiful game | Sound: | The voice actor switch-ups are unfortunate (especially KOS-MOS), and the soundtrack frequently jumps between awe-inspiring and comically inappropriate | Playability: | Increased accessibility comes at the expense of engaging customization | Entertainment: | The ratio of ""pay attention time"" to ""play time"" is still uneven, but the action cutscenes rank among the very best in gaming | Replay: | Moderately High Rated: | 7.75 out of 10 | Editor: | Joe Juba | Issue: | March 2005 | 2nd Opinion: | I wish I had better news to share. But facts are facts, and the follow up to one of my favorite RPGs is a disappointment on many levels. Graphics, story, and jaw-dropping cinematics are thankfully not on the list of casualties – those remain truly top notch as they combine to exhibit expressive characters wrestling with interweaving themes of family, betrayal, and the nature of evil. It's too bad gameplay fails to be even remotely as complex. Combat is desperately shallow, especially in the lengthy mech sequences that show up in the second half of the time. The game-spanning series of side quests are contrived and drab, but you're forced to endure them to get some of the better power-ups. And when I started encountering frequent inane box puzzles, I nearly threw up my hands in existential, angst-ridden despair. The whole affair seems amateurish in comparison to the intricate original. So do I think Episode II has a lot of problems? Yes. Will it disappoint you as it did me? Probably. But if you're a fan of the original, do I still think you should play this one? As much as it's going to hurt – definitely.Rated: | 7.5 out of 10 | Editor: | Matt Miller | Subscribe to Game Informer | -- | Amazon.com",4.4,200,119.7,BANDAI NAMCO Entertainment
B002I09286,Shin Megami Tensei: Devil Survivor Overclocked - Nintendo 3DS,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo 3DS & 2DS | Games,"Includes an all-new eighth chapter | Features new voice-acted dialogue | Battle an assortment of demons in tactical, turn-based battles | Features new voice-acted dialogue | Includes an all-new eighth chapter | Battle an assortment of demons in tactical, turn-based battles","Expanded and enhanced, SMT: Devil Survivor Overclocked for Nintendo 3DS builds upon what many considered one of the best RPGs of 2009. The player is presented with a novel premise: Tokyo is in full lockdown, the government's swift, coldblooded response to a surprise demon invasion. While you and your friends must solve the nature of the interdimensional rift through which the horrific creatures are entering your world, saving the world is not your highest priority; staying alive, on the other hand, is.",4.6,342,64.99,Atlus
B00005NFN4,NBA Live 2002,Video Games,Video Games | Legacy Systems | PlayStation Systems | PlayStation 2 | Games,1-4 Players! | All 31 teams; motion-capture animation; tons of modes; awesome graphics; multiplayer action,NBA Live 2002 is the full on-court NBA experience. Hear what the players are talking about and see what's going on from their eyes. Get inside for more lay-ups and dunks along with more control in the low post. Facial animation and lip synching are heavily focused during transition sequences and auto replays. See Allen Iverson with his tattoos and corn rows arguing a referee's call or yelling as he throws down a big time dunk and see his reaction as he celebrates afterwards. See--and play--NBA Live 2002!,3.7,77,15.69,EA Sports
B000HVVO98,Nintendo DS Lite AC Adapter,Video Games,Video Games | Legacy Systems | Nintendo Systems | Nintendo DS | Accessories | Batteries & Chargers | Chargers,"Conveniently gives your DS Lite battery a boost whether you are on a business trip, in a hotel, or at home. | Great for users who frequently travel and as a replacement charger. | Features fold-away prongs for easy travel and storage | Small and lightweight accessory","Plug in the AC adapter and power the Nintendo DS Lite handheld video games systems off of any 120-volt outlet. The AC adapter allows you to recharge the battery packs for the Nintendo DS Lite system, even while you play. The small, lightweight design allows you to easily pack the AC adapter along with your handheld system for a convenient back-up power source. This adapter will not work with the original Game Boy, Game Boy Color, Game Boy Pocket, original Game Boy Advance, Game Boy Advance SP, Game Boy micro or Nintendo DS systems. This adapter will only work with Nintendo DS Lite Hardware.",4.5,849,5.99,Nintendo
B001ELJEHY,Horsez - PC,Video Games,Video Games | PC | Games,"Pick your perfect pony from lots of adorable breeds | Learn how to raise, groom and feed your pony, turning him into a champion horse at the new academy | Compete in style with lots of cool outfits and riding gear for you and your horse | Travel around the world to compete in cross, jumping and dressage contests",Turn your horse into a champion at the new academyProduct InformationThe Beachwood ridding academy has developed a reputation for ruthlessefficiency.  Under the guidance of its mysterious unassuming directorBeachwood has crushed its petitors one by one and its massive financialclout has enabled it to buy out smaller schools and purchase the finestthoroughbreds.Meanwhile at the Sycamore Academy in Italy Jade and Patrick have a new intakeof students including flora a mischievous girl with a strong character whoinhabits the village by the ancient abbey nearby.  Flora and her teammatesset out to finish first in the World Academy Rankings to bring glory to theschool and guarantee its future just as the late director Birdy would havewanted.  The battle of the academies will take no prisoners.In Horsez you will experience the daily life of a student at an equestrianschool.  Every weekday you can select from four differentactivities.  But choose wisely!  Your teachers will test you at theend of the week.  You could pete in places like Italy Alsace or evenChina - but only if you do well in the tests.  If not you will have totake a remedial week.Of course there is more to school than lessons and petitions.  Theother students could also hold a few surprises for you.  The other great event of this adventure is the birth of a foal.  You willhave to take care of the foal and build a genuine relationship with him. Gain his trust and your petition results will improve.Product Features Pick your perfect pony from lots of adorable breeds Learn how to raise groom and feed your pony turning him into a champion horse at the new academy Compete in style with lots of cool outfits and riding gear for you and your horse Travel around the world to pete in cross jumping and dressage contests System Requirements Windows 2000 or XP only Pentium III 850MHz or AMG K6-III (1.5 GHz Pentium 4 or AMD Athl,3.7,38,50.0,Ubisoft
0700026657,Anno 2070,Video Games,Video Games | PC | Games,"A new era: while adhering to the fundamentals that made the Anno franchise a success, the near-future setting will bring numerous new gameplay mechanics, architectural breakthroughs, and all new challenges. Additionally, players will be able to build massive cities, the scope of which has never been seen in prior Anno games. | A dynamic world: the world of Anno 2070 will evolve differently depending on each player’s playing style and choices. Players’ decisions will have an impact on the environment, the architectural look of their world, and the needs of their populations, leading them to refine and better understand the impact of their personal approaches to managing the world’s resources. | Factions: players will be able to select between two factions when building their empires. Players can choose between an industrial and efficient course by joining the Tycoons or a more sustainable and environmentally-friendly direction by siding with the Ecos. | Multiplayer and Online features: Anno 2070 will include innovative online modes offering players brand new possibilities to get in touch with gamers all around the world. | Single player campaign: a story-driven single player mode with a deep variety of challenges. Single player ""continuous mode"": the renowned endless game mode where the objective is to build the biggest civilization possible without time constraints.","Anno 2070, the newest version of the award-winning real-time technique and simulator series, requires gamers into a world motivated by today’s current difficulties and tomorrow’s technological innovation, and requires the Anno series into a new era. In a near-future atmosphere global warming has pressured humankind to evolve to growing sea levels that have left extends of once-fertile land completely unfriendly. 2070. Our world has changed. The sea’s rising level has harmed the coastal cities and climate change has made large stretches of land inhospitable. A futuristic entry in the award-winning strategy series, Anno 2070 offers a new world full of challenges, where you will need to master resources, diplomacy and trade in the most comprehensive economic management system seen yet in the Anno series. Build your society of the future, colonize islands and create sprawling megacities with multitudes of buildings, vehicles and resources to manage. Engineer new production chains such as Robot Factories, Oil Refineries and Diamond Mines and trade with a variety of goods and commodities.",3.2,73,10.0,Ubisoft
B00006AVAZ,Gungrave - PlayStation 2,Video Games,Video Games | Legacy Systems | PlayStation Systems | PlayStation 2 | Games,"Play as a gun-wielding, death-dealing anti-hero | Weapons include a coffin strapped to the character's back | Fully destructible environments | Roam the bowels of the criminal underworld | Anime cutscenes by Yasuhiro Naito","Product description | Gungrave challenges gamers to kick some serious butt as Grave, a long-dead assassin sent back to earth to annihilate seemingly endless legions of merciless enemies. Players battle their way through massive, destructible areas in over-the-top anime-inspired action, earning insane special attacks and otherworldly power-ups as they embark on a mission of revenge and devastation. Featruing destructible environments, hordes of relentless foes and stunning art by anime legend Yasuhiro Naito, Gungrave is equal parts stylish anime thriller, Hollywood blockbster and heart-pounding action game. Prepare to be blown away. | Amazon.com | Gungrave | casts you in the role of Grave, a long-dead assassin sent to annihilate a mysterious criminal organization. The tools at your disposal: a gun in each hand and a coffin full of hardware strapped to your back. | Gungrave | features an intuitive control system that lets you perform a variety of graceful moves, all while unloading more bullets than in a John Woo flick. | You'll lead Grave through huge environments ranging from the bowels of the criminal underworld to graceful towers stretching toward heaven, all filled with relentless foes and insane power-ups. In these stages, there's no such thing as window dressing--everything you see on the screen can be perforated with your firearms. This includes the myriad enemies and boss characters foolish enough to stand in front of your gun barrels. If simply shooting your enemies isn't enough, there are devastating special attacks to unleash and secrets to be found.",4.2,42,99.99,PlayStation
